S,Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4768,Ford,Ford Figo ,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399,68.0,5,3.8
4769,Volkswagen,Volkswagen Jetta 2007-2011,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896,105.0,5,6.75
4770,Mahindra,Mahindra TUV 300,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493,100.0,7,8.75
4771,Ford,Ford Ecosport 1.5,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499,110.0,5,5.2
4772,Hyundai,Hyundai Verna 1.6,Kochi,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5,8.42
4773,Maruti,Maruti Wagon R,Pune,2014,58000,CNG,Manual,First,26.6,998,58.16,5,3.0
4774,Hyundai,Hyundai i20 Sportz,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5,5.75
4775,Audi,Audi A4 New,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5,9.75
4776,Nissan,Nissan Micra Active,Delhi,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5,3.5
4777,Mercedes-Benz,Mercedes-Benz M-Class ML,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5,30.0
4778,Land,Land Rover Discovery,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5,35.0
4779,Hyundai,Hyundai Creta 1.6,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5,13.25
4780,Skoda,Skoda Rapid 1.6,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5,3.65
4781,Maruti,Maruti Swift Dzire,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248,74.0,5,5.25
4782,Hyundai,Hyundai Creta 1.6,Delhi,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5,9.7
4783,Hyundai,Hyundai Grand i10,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120,70.0,5,5.21
4784,Mahindra,Mahindra TUV 300,Pune,2016,67000,Diesel,Manual,First,18.49,1493,100.0,7,6.3
4785,Hyundai,Hyundai Grand i10,Kochi,2014,51134,Diesel,Manual,First,24.0,1120,70.0,5,4.72
4786,BMW,BMW X5 xDrive,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993,245.0,5,28.0
4787,Maruti,Maruti Dzire AMT,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5,8.37
4788,Toyota,Toyota Fortuner 4x4,Delhi,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,14.0
4789,Audi,Audi A6 2011-2015,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5,36.0
4790,Honda,Honda Jazz 1.5,Pune,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,6.4
4791,Audi,Audi Q7 4.2,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7,51.69
4792,Mahindra,Mahindra Scorpio 2009-2014,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179,120.0,7,8.0
4793,Chevrolet,Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5,9.8
4794,Chevrolet,Chevrolet Beat ,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936,57.6,5,2.7
4795,Audi,Audi A4 35,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,24.37
4796,Skoda,Skoda Rapid 1.6,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5,9.72
4797,Maruti,Maruti Swift Dzire,Pune,2014,197000,Diesel,Manual,First,23.4,1248,74.0,5,5.0
4798,Toyota,Toyota Fortuner 3.0,Pune,2009,138205,Diesel,Manual,Second,11.5,2982,171.0,7,10.5
4799,Maruti,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248,74.0,5,3.9
4800,Honda,Honda City 1.5,Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497,118.0,5,5.65
4801,Mercedes-Benz,Mercedes-Benz M-Class ML,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,29.95
4802,Maruti,Maruti Swift Ldi,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248,75.0,5,3.0
4803,Ford,Ford Aspire Titanium,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99.0,5,6.0
4804,Hyundai,Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,2.11
4805,Maruti,Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,1.5
4806,Maruti,Maruti Swift VXI,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,2.85
4807,Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143,170.0,5,33.64
4808,Tata,Tata Indica V2,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,0.91
4809,Maruti,Maruti Alto 800,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,2.42
4810,Skoda,Skoda Superb 2.8,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,3.25
4811,Volkswagen,Volkswagen Polo ,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,2.8
4812,Maruti,Maruti Dzire AMT,Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197,81.8,5,8.3
4813,Mahindra,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179,120.0,8,5.25
4814,Maruti,Maruti Swift Vdi,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248,75.0,5,2.9
4815,BMW,BMW 3 Series,Pune,2013,71000,Diesel,Automatic,First,18.88,1995,184.0,5,15.0
4816,Tata,Tata Nano STD,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,0.53
4817,Toyota,Toyota Innova 2.5,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494,100.0,8,12.5
4818,Honda,Honda Brio S,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,2.75
4819,Tata,Tata Tiago AMT,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,5.0
4820,Mahindra,Mahindra Scorpio SLE,Kochi,2014,45239,Diesel,Manual,First,12.05,2179,120.0,8,7.09
4821,BMW,BMW 5 Series,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995,218.0,5,19.99
4822,Toyota,Toyota Corolla Altis,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,10.75
4823,Honda,Honda City i,Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497,117.3,5,9.45
4824,Hyundai,Hyundai Verna CRDi,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582,126.2,5,2.9
4825,Maruti,Maruti Swift Dzire,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248,74.0,5,4.7
4826,Maruti,Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,7.11
4827,Ford,Ford Ecosport 1.5,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,6.25
4828,Maruti,Maruti Alto K10,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998,67.1,5,2.2
4829,Honda,Honda Amaze V,Kochi,2019,25717,Petrol,Automatic,First,19.0,1199,88.76,5,8.86
4830,Mahindra,Mahindra XUV500 W6,Delhi,2015,37000,Diesel,Manual,First,15.1,2179,140.0,7,9.3
4831,Mahindra,Mahindra TUV 300,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493,100.0,7,7.57
4832,Honda,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,7.9
4833,Maruti,Maruti Swift VXI,Kochi,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,5.65
4834,Volkswagen,Volkswagen Polo ,Delhi,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,3.25
4835,Hyundai,Hyundai Creta 1.6,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,16.27
4836,Chevrolet,Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,3.21
4837,Honda,Honda Amaze VX,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,3.9
4838,Mercedes-Benz,Mercedes-Benz E-Class 230,Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496,157.7,5,6.5
4839,BMW,BMW 5 Series,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265.0,5,48.0
4840,Audi,Audi A3 35,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143.0,5,18.9
4841,Maruti,Maruti Swift Dzire,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74.0,5,3.6
4842,Maruti,Maruti Swift Dzire,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74.0,5,5.5
4843,Toyota,Toyota Innova 2.5,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102.0,7,7.0
4844,BMW,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184.0,5,41.75
4845,BMW,BMW 5 Series,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218.0,5,10.5
4846,Mahindra,Mahindra XUV500 W8,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140.0,7,10.09
4847,Honda,Honda City 1.5,Delhi,2009,71499,Petrol,Manual,First,17.0,1497,118.0,5,3.0
4848,Force,Force One LX,Chennai,2014,50000,Diesel,Manual,First,17.0,2200,139.01,7,12.0
4849,Volkswagen,Volkswagen Polo 1.5,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88.0,5,4.91
4850,Honda,Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16.0,1198,90.0,5,2.0
4851,Toyota,Toyota Etios Liva,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3
4852,Nissan,Nissan Terrano XV,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22
4853,BMW,BMW X3 xDrive,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190.0,5,32.57
4854,Hyundai,Hyundai i20 1.2,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80.0,5,2.75
4855,Maruti,Maruti Eeco 5,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73.0,5,4.33
4856,Ford,Ford Fiesta EXi,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68.0,5,3.75
4857,Honda,Honda City 1.5,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118.0,5,5.91
4858,Maruti,Maruti Swift VDI,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74.0,5,4.35
4859,Hyundai,Hyundai Grand i10,Delhi,2014,58000,Diesel,Manual,First,24.0,1120,70.0,5,3.25
4860,Audi,Audi Q7 45,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245.0,7,68.0
4861,Volkswagen,Volkswagen Ameo 1.2,Mumbai,2016,16650,Petrol,Manual,First,17.0,1198,74.0,5,5.5
4862,Honda,Honda City i,Kochi,2018,34696,Petrol,Automatic,First,18.0,1497,117.3,5,12.08
4863,Maruti,Maruti Baleno Alpha,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74.0,5,7.48
4864,Hyundai,Hyundai Grand i10,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120,70.0,5,5.5
4865,Maruti,Maruti Swift Dzire,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5
4866,Toyota,Toyota Fortuner 3.0,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171.0,7,19.0
4867,Honda,Honda Jazz VX,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4
4868,Maruti,Maruti Vitara Brezza,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25
4869,Maruti,Maruti Swift Dzire,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74.0,5,4.25
4870,Skoda,Skoda Rapid 1.5,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7
4871,Maruti,Maruti Alto 800,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49
4872,Volkswagen,Volkswagen Polo ,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3.0
4873,Honda,Honda City i,Delhi,2015,65000,Diesel,Manual,First,26.0,1498,98.6,5,5.95
4874,Maruti,Maruti Swift Dzire,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74.0,5,2.69
4875,Audi,Audi A4 2.0,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26.0
4876,Honda,Honda City i,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5
4877,Ford,Ford Figo Aspire,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85
4878,Maruti,Maruti Vitara Brezza,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39
4879,Renault,Renault Duster 110PS,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99
4880,Hyundai,Hyundai i20 Active,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95
4881,Mahindra,Mahindra Logan ,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75.0,5,1.5
4882,Honda,Honda City ZX,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78.0,5,1.55
4883,Ford,Ford Figo ,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70.0,5,2.75
4884,Renault,Renault Duster ,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25
4885,Hyundai,Hyundai i10 Sportz,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
4886,Land,Land Rover Discovery,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14
4887,Audi,Audi Q5 2008-2012,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208.0,5,10.0
4888,Maruti,Maruti Versa DX2,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25
4889,Maruti,Maruti Swift Dzire,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74.0,5,7.5
4890,Audi,Audi A4 2.0,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81
4891,Volkswagen,Volkswagen Polo 1.2,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74.0,5,4.3
4892,Toyota,Toyota Fortuner 3.0,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171.0,7,11.0
4893,Toyota,Toyota Fortuner 3.0,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171.0,7,11.75
4894,Honda,Honda Accord 2.4,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58
4895,Maruti,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74.0,5,4.8
4896,Skoda,Skoda Fabia 1.2,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70.0,5,1.65
4897,Jeep,Jeep Compass 2.0,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170.0,5,15.0
4898,Tata,Tata Nano Twist,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1.0
4899,Ford,Ford Fiesta 1.6,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101.0,5,1.65
4900,Maruti,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47.0,5,3.6
4901,Toyota,Toyota Fortuner 3.0,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171.0,7,11.5
4902,Maruti,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47.0,5,3.6
4903,Hyundai,Hyundai EON Era,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05
4904,Ford,Ford Fiesta ,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90.0,5,6.0
4905,Volkswagen,Volkswagen Polo 1.2,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74.0,5,3.75
4906,Volkswagen,Volkswagen Polo 1.2,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74.0,5,6.17
4907,Maruti,Maruti Vitara Brezza,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05
4908,Honda,Honda Brio S,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05
4909,Maruti,Maruti Swift Dzire,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
4910,Maruti,Maruti Celerio LXI,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75
4911,Hyundai,Hyundai Creta 1.6,Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591,121.3,5,11.85
4912,Ford,Ford Ecosport 1.5,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24
4913,Honda,Honda CR-V RVi,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5
4914,Land,Land Rover Discovery,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58.91
4915,Mahindra,Mahindra XUV500 W8,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140.0,7,8.0
4916,Volkswagen,Volkswagen Polo 1.2,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74.0,5,4.64
4917,Hyundai,Hyundai i10 Magna,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80.0,5,3.32
4918,Hyundai,Hyundai i10 Magna,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2.78
4919,Chevrolet,Chevrolet Cruze LTZ,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8.95
4920,Mercedes-Benz,Mercedes-Benz E-Class E,Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991,181.03,5,21.95
4921,Hyundai,Hyundai Sonata 2.4,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134.0,5,7.9
4922,Mercedes-Benz,Mercedes-Benz New C-Class,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186.0,5,29.0
4923,Volkswagen,Volkswagen Polo ,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.25
4924,Honda,Honda City i,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5.9
4925,Maruti,Maruti Vitara Brezza,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9.88
4926,Hyundai,Hyundai Elite i20,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78
4927,Tata,Tata New Safari,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2.75
4928,Nissan,Nissan Sunny 2011-2014,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5.98
4929,BMW,BMW 3 Series,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215.0,5,31.0
4930,Toyota,Toyota Corolla 1.8,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138.0,5,3.55
4931,Hyundai,Hyundai Verna 1.6,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6.24
4932,Maruti,Maruti Swift Dzire,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2.19
4933,Maruti,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5
4934,Maruti,Maruti Alto K10,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2.1
4935,Jaguar,Jaguar XJ 5.0,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503.0,4,50.66
4936,Mercedes-Benz,Mercedes-Benz New C-Class,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170.0,5,14.0
4937,Hyundai,Hyundai Verna CRDi,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582,126.2,5,5.5
4938,Chevrolet,Chevrolet Aveo 1.6,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102.0,5,1.2
4939,Maruti,Maruti Swift VXI,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5.3
4940,Hyundai,Hyundai Verna 1.6,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3
4941,Mercedes-Benz,Mercedes-Benz GLC 220d,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168.0,5,40.47
4942,Toyota,Toyota Fortuner 4x2,Delhi,2013,65000,Diesel,Manual,First,13.0,2982,168.5,7,16.1
4943,Audi,Audi Q5 2008-2012,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25.0
4944,BMW,BMW 3 Series,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170.0,5,7.95
4945,Maruti,Maruti Alto 800,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2.65
4946,Maruti,Maruti Alto K10,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2.81
4947,Audi,Audi A4 1.8,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5
4948,Maruti,Maruti Swift VXi,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85.0,5,3.3
4949,Maruti,Maruti Wagon R,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5.34
4950,Skoda,Skoda Rapid 1.5,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5
4951,Honda,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0,1198,90.0,5,2.69
4952,Mahindra,Mahindra XUV500 W10,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179,140.0,7,11.5
4953,Maruti,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06
4954,Mercedes-Benz,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49.0
4955,Skoda,Skoda Rapid 1.6,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4.6
4956,Hyundai,Hyundai Grand i10,Delhi,2015,63776,Diesel,Manual,First,24.0,1120,70.0,5,3.96
4957,Hyundai,Hyundai Elite i20,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6
4958,Tata,Tata Zest Quadrajet,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74.0,5,3.75
4959,Hyundai,Hyundai i20 Magna,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5.5
4960,Skoda,Skoda Rapid 1.6,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3.0
4961,Fiat,Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0,1368,90.0,5,3.0
4962,Maruti,Maruti Swift VXI,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2.95
4963,Tata,Tata Indica V2,Hyderabad,2015,80500,Diesel,Manual,First,25.0,1396,69.0,5,2.45
4964,Mercedes-Benz,Mercedes-Benz New C-Class,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170.0,5,13.99
4965,Mercedes-Benz,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60.75
4966,Honda,Honda City V,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
4967,Hyundai,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80.0,5,2.5
4968,Toyota,Toyota Fortuner 4x2,Chennai,2015,99000,Diesel,Manual,First,13.0,2982,168.5,7,20.5
4969,Hyundai,Hyundai Grand i10,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82.0,5,3.9
4970,Volkswagen,Volkswagen Jetta 2007-2011,Chennai,2009,85000,Diesel,Manual,Second,15.0,1896,105.0,5,3.5
4971,Ford,Ford EcoSport 1.5,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3
4972,Hyundai,Hyundai EON Magna,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2.5
4973,Nissan,Nissan Micra XV,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2.65
4974,Honda,Honda Jazz 1.2,Kochi,2016,30534,Petrol,Automatic,First,19.0,1199,88.7,5,7.42
4975,Volkswagen,Volkswagen Polo 1.2,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74.0,5,4.63
4976,Maruti,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1.09
4977,Hyundai,Hyundai Verna 1.6,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3.8
4978,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Mumbai,2013,58000,Diesel,Automatic,First,10.0,2148,170.0,5,15.75
4979,Tata,Tata Zest Revotron,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5.27
4980,Honda,Honda Brio S,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75
4981,Honda,Honda Jazz VX,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7.4
4982,Maruti,Maruti Alto K10,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3.9
4983,Maruti,Maruti Zen VXi,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60.0,5,0.7
4984,Hyundai,Hyundai i20 Sportz,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5.9
4985,Maruti,Maruti SX4 S,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118.0,5,9.58
4986,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203.0,5,24.95
4987,Chevrolet,Chevrolet Enjoy ,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4.29
4988,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203.0,5,11.5
4989,Mahindra,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0,2179,140.0,7,9.65
4990,Hyundai,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3.75
4991,Hyundai,Hyundai Getz 1.3,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1.1
4992,Audi,Audi Q7 3.0,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31.41
4993,Mahindra,Mahindra Scorpio SLE,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120.0,8,6.0
4994,Honda,Honda Jazz 1.2,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5.55
4995,Tata,Tata Safari Storme,Jaipur,2017,28000,Diesel,Manual,First,14.0,2179,138.1,7,10.91
4996,Mahindra,Mahindra XUV500 W6,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140.0,7,7.25
4997,Volkswagen,Volkswagen Polo ,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3.9
4998,Maruti,Maruti Swift Dzire,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3.95
